rating,text
rotten,"It is a petrified Happy Meal buried in the back of your childhood closet, reheated in the microwave. Good Burger 2 will give the most nostalgic customer food poisoning."
fresh,Everyone involved in the making of Good Burger 2 seem like they really care about this world and these characters. Ed (Kel Mitchell) and Dexter (Kenan Thompson) are a throwback to classic comedy duos like Abbott and Costello & Laurel and Hardy.
rotten,"Good Burger 2 does its best to recapture the magic, but it sadly doesn’t do the original film justice. It’s a goofy sequel that doesn’t stick the landing or even have a strong enough story to carry through."
fresh,"Fans of the 1997 effort should be pleased with this revival, which finds its groove quickly and wisely puts Mitchell and Thompson back in charge of silliness."
fresh,"Good Burger 2 tastes exactly how you remembered it, and it’s made with the same love and care of how it was crafted all those years ago."
rotten,"There are some goofy puns, non sequiturs, and absurdist jokes that land... The rest of the comedy is primarily listless reheating, and anyone looking for a visual hit of nostalgia may be disappointed."
fresh,"Good Burger and All That aimed their humor directly at kids too young for the grown-up stuff — or, at least, the ones too young to tell their parents they watched it in secret. This movie works on that same wavelength."
fresh,"Good Burger 2 certainly isn’t a masterpiece, but Kenan & Kel still have the special sauce that makes this film work."
rotten,"For a while, “The Marsh King’s Daughter” feels as though it may be heading somewhere truly interesting, but, instead, it becomes a bit waterlogged."
rotten,"I was sitting back in my seat, nowhere near the edge of it. I would have liked to have inched towards the edge of it."
fresh,"This is a very suspenseful film, at times unpleasantly so."
rotten,"It's ironic that much of The Marsh King's Daughter takes place in a backwoods marsh area, because this entire movie is a soggy mess. It starts off as a monotonous drama and devolves into a series of silly action scenes that don't look believable."
fresh,"Ridley feels challenged in the right ways, while Mendelsohn channels another scummy character to strong effect. The stakes are just high enough to have kept me involved, and that’s fine for a decent paperback come-to-life situation."
fresh,"There’s nothing especially surprising about the way the film wraps up, but it still packs a mild punch, thanks to Ridley’s cold stare, borne of childhood trauma."
rotten,A potent premise and earnest performances from Daisy Ridley and Ben Mendelsohn are let down by an under-written screenplay that submits to the temptations of its genre.
fresh,"The tale is too tame, its savagery held too much in check to truly hold the audience in its thrall."
rotten,"It might make for a better book but The Marsh King’s Daughter is a stiff and stuffy thriller, lacking in a tighter script, and any true energy to dig itself out of the mud."
fresh,"While the premise of The Marsh King's Daughter is rich with the possibility for how introspectively deep the story could go, it doesn't manage to get there."
rotten,"Rather than keeping us guessing or catching us by surprise, the movie goes the more conventional route, leading to an ending that's as far-fetched as it is predictable."
rotten,"After a promising opening, “The Marsh King’s Daughter” quickly falls into a predictable and monotonous slog, plodding along toward an inevitable confrontation between father and daughter."
fresh,"On the positive side, the acting is good and the atmospheric setting is visually pleasing."
rotten,"Carried by a solid cast, The Marsh King’s Daughter tackles its intriguing premise in a competent fashion but never rises above the level of Lifetime thriller."
rotten,"For a thriller to work, you have to guess what's gonna happen, but the minute he [Mendelsohn] escapes from prison you just know exactly what's going to happen. This is a formulaic, predictable thriller."
rotten,It doesn’t take much of a survival instinct to sense that this should be avoided at all costs
rotten,"It's part psychological drama, part thriller, but not an effective whole. ... includes some on-the-nose dialogue for the more-than-capable cast."
rotten,"What starts as an atmospheric, introspective melodrama about fractured family bonds and primal instincts transitions into a formulaic cat-and-mouse saga about paranoia and past secrets."
fresh,"While the opening and closing acts are strong, the middle section sags. Still, “The Marsh King’s Daughter” is a competent, unnerving thriller."
rotten,"When we need the churning dread of an intimate tale of generational trauma, The Marsh King’s Daughter goes formulaic, and when we’re primed for exploitation sweats, it gets flabby."
